kanji	jlpt	grade	freq	strokes	learned	ref_sh_kk	on'yomi	KD on'yomi	kun'yomi	KD kun'yomi	meaning	KD meaning
視	1	6	362	11	1110	606	シ	シ	み(る)	み･る	see, look, regard	inspection, regard as, see, look at
磁	1	6	1686	14	1111	1548	ジ	ジ			magnet, porcelain	magnet, porcelain
至	1	6	996	6	1112	902	シ	シ	いた(る)	いた･る	arrive, reach, lead to	climax, arrive, proceed, reach, attain, result in
姿	1	6	441	9	1113	929	シ	シ	すがた	すがた	figure, form, shape	figure, form, shape
蚕	1	6	2272	10	1114	1877	サン	サン, テン	かいこ	かいこ, こ	silkworm	silkworm
裁	1	6	297	12	1115	1123	サイ	サイ	さば(く), た(つ)	た･つ, さば･く	judge, cut out	tailor, judge, decision, cut out (pattern)
策	1	6	209	12	1116	880	サク	サク			plan, means, policy	scheme, plan, policy, step, means
鋼	1	6	1246	16	1117	1608	コウ	コウ	はがね	はがね	steel	steel
穀	1	6	1744	14	1118	1729	コク	コク			grain, cereals	cereals, grain
皇	1	6	721	9	1119	297	コウ, オウ	コウ, オウ			emperor	emperor
后	1	6	1583	6	1120	1119	コウ	コウ, ゴ	きさき	きさき	empress, queen	empress, queen, after, behind, back, later
孝	1	6	1030	7	1121	542	コウ	コウ, キョウ			filial piety	filial piety, child's respect
推	1	6	507	11	1123	1233	スイ	スイ	お(す)	お･す	infer, suppose, recommend	conjecture, infer, guess, suppose, support, push (for)
仁	1	6	1332	4	1124	1619	ジン, ニ	ジン, ニ, ニン			virtue, benevolence, charity	humanity, virtue, benevolence, charity, man, kernel
傷	1	6	845	13	1125	633	ショウ	ショウ	きず, いた(む), いた(める)	きず, いた･む, いた･める	wound, injure, hurt	wound, hurt, injure, impair, pain, injury, cut, gash, scar, weak point
障	1	6	742	14	1126	858	ショウ	ショウ	さわ(る)	さわ･る	hinder, harm, hurt	hinder, hurt, harm
縮	1	6	909	17	1127	1110	シュク	シュク	ちじ(む), ちじ(める), ちじ(まる), ちじ(れる), ちじ(らす)	ちぢ･む, ちぢ･まる, ちぢ･める, ちぢ･れる, ちぢ･らす	shrink, shorten	shrink, contract, shrivel, wrinkle, reduce
熟	1	6	1415	15	1128	687	ジュク	ジュク	う(れる)	う･れる	ripen, mature	mellow, ripen, mature, acquire skill
衆	1	6	450	12	1129	792	シュウ, シュ	シュウ, シュ		おお･い	multitude, populace	masses, great numbers, multitude, populace
従	1	6	601	10	1130	1482	ジュウ, ジュ, ショウ	ジュウ, ショウ, ジュ	したが(う), したが(える)	したが･う, したが･える, より	accompany, follow, obey	accompany, obey, submit to, comply, follow, secondary, incidental, subordinate
縦	1	6	1258	16	1131	1483	ジュウ	ジュウ	たて	たて	height, length, vertical	vertical, length, height, self-indulgent, wayward
樹	1	6	988	16	1132	1144	ジュ	ジュ		き	tree	timber, trees, wood, establish, set up
宗	1	6	997	8	1133	616	シュウ, ソウ	シュウ, ソウ		むね	religion, sect	religion, sect, denomination, main point, origin, essence
射	1	6	937	10	1134	900	シャ	シャ	い(る)	い･る, さ･す, う･つ	shoot	shoot, shine into, onto, archery
尺	1	6	1940	4	1135	1895	シャク	シャク, セキ		さし	length, measure	shaku, Japanese foot, measure, scale, rule
創	1	6	741	12	1136	1308	ソウ	ソウ, ショウ	つく(る)	つく･る, はじ･める, きず, けず･しける	create	genesis, wound, injury, hurt, start, originate
奏	1	6	1067	9	1137	1544	ソウ	ソウ	かな(でる)	かな･でる	play (music)	play music, speak to a ruler, complete
宣	1	6	695	9	1138	625	セン	セン		のたま･う	announce, proclaim	proclaim, say, announce
染	1	6	837	9	1139	779	セン	セン	そ(める), そ(まる), し(みる), し(み)	そ･める, そ･まる, し･みる, し･み	dye, color, stain	dye, color, paint, stain, print
善	1	6	765	12	1140	1139	ゼン	ゼン	よ(い)	よ･い, い･い, よ･く, よし･とする	good, virtue	virtuous, good, goodness
盛	1	6	712	11	1141	719	セイ, ショウ	セイ, ジョウ	さか(ん), さか(る), も(る)	も･る, さか･る, さか･ん	prosper, flourish, serve	boom, prosper, copulate
聖	1	6	1165	13	1142	674	セイ	セイ, ショウ		ひじり	holy, sacred, sage	holy, saint, sage, master, priest
隠	1	8	1089	14	1143	868	イン, オン	イン, オン	かく(す), かく(れる)	かく･す, かく･し, かく･れる, よ･る	hide, conceal	conceal, hide, cover
飾	1	8	1193	13	1144	979	ショク	ショク	かざ(る)	かざ･る, かざ･り	decorate, adorn	decorate, ornament, adorn, embellish
誠	1	6	1128	13	1145	718	セイ	セイ	まこと	まこと	sincerity, truth	sincerity, admonish, warn, prohibit, truth, fidelity
誰		8	1933	15	1122	718	スイ	スイ	だれ	だれ, たれ, た	who, someone, somebody	who, someone, somebody
